Customer_ID,Age,Annual_Income_INR,Employment_Years,Employment_Type,Education,Marital_Status,Home_Ownership,Loan_Amount,Loan_Term_Months,Existing_Debt,Debt_To_Income_Ratio,Credit_History_Years,Missed_Payments,Credit_Utilization_Percent,Number_of_Credit_Cards,Number_of_Active_Loans,Savings_Balance,Checking_Balance,Creditworthy_Target
1000,46,407545,23,Salaried,Bachelor,Married,Mortgage,2858613,84,548893,836.11,11,0,70.5,3,2,337529,768297,0
1001,60,1616533,28,Salaried,Bachelor,Single,Own,2989670,12,1060550,250.55,0,1,31.8,6,2,2919348,410396,1
1002,57,2103793,35,Salaried,High School,Married,Own,1699997,72,78354,84.53,21,1,54.3,3,0,2585545,345004,1
1003,48,1665251,19,Salaried,Bachelor,Married,Rent,163569,84,1366340,91.87,27,2,56.5,2,4,1467949,108071,1
1004,64,1558302,37,Salaried,High School,Married,Rent,2698305,48,256558,189.62,23,3,49.9,4,1,2019020,842688,1
1005,27,1264270,0,Self-Employed,PhD,Single,Own,2854038,48,1180491,319.12,9,0,19.4,0,0,1599963,232933,0
1006,66,748063,45,Salaried,Master,Married,Rent,870272,24,924830,239.97,14,2,51.9,5,3,2730098,654361,1
1007,62,831377,36,Business,High School,Divorced,Rent,1231056,72,1271432,301.01,28,0,36.6,0,0,635529,790561,0
1008,45,1909966,16,Salaried,High School,Single,Rent,126633,72,1162650,67.5,12,0,79.1,2,1,2866920,372022,1
1009,56,341964,31,Salaried,Bachelor,Single,Rent,2413550,36,773761,932.06,25,1,67.7,7,1,1254124,163555,0
1010,46,375995,13,Salaried,Master,Married,Own,2338182,24,1134072,923.48,17,2,37.3,3,3,2796198,680713,0
1011,34,1100264,7,Salaried,Master,Married,Mortgage,110851,48,519745,57.31,14,0,80.3,5,4,2953254,325259,1
1012,60,1976649,35,Salaried,Bachelor,Married,Rent,2122014,48,875522,151.65,17,0,51.9,2,5,2544080,852034,1
1013,33,1704321,13,Self-Employed,Bachelor,Single,Rent,1265050,36,1372599,154.76,6,1,11.6,6,5,2372376,445493,1
1014,36,1548765,14,Unemployed,High School,Single,Rent,1659200,72,127137,115.34,12,3,43.4,2,1,1304236,335951,1
1015,46,1419186,19,Salaried,High School,Single,Own,694088,36,533701,86.51,9,2,77.7,1,1,2092196,727062,1
1016,62,436940,36,Business,PhD,Married,Rent,2455261,12,25932,567.86,22,1,28.6,0,1,734169,386981,0
1017,39,949763,6,Salaried,Master,Divorced,Rent,1242998,72,801406,215.25,18,2,43.6,2,1,835244,796950,1
1018,45,364452,14,Unemployed,Bachelor,Married,Own,2528248,72,1173212,1015.62,11,0,17.8,4,0,2224341,691833,0
1019,23,1938926,1,Salaried,High School,Married,Mortgage,487400,12,57835,28.12,24,2,21.0,0,3,2289177,884401,1
1020,26,1921940,0,Salaried,Bachelor,Married,Mortgage,1784314,60,824064,135.72,13,0,28.3,1,0,784447,429822,1
1021,23,778779,0,Self-Employed,Bachelor,Married,Rent,964955,48,622827,203.88,28,0,20.5,2,0,2899661,86852,1
1022,24,859611,3,Salaried,Master,Married,Rent,2899486,60,1174068,473.88,18,2,32.6,5,2,2046305,177667,0
1023,63,916495,34,Unemployed,Bachelor,Married,Rent,1692813,24,330196,220.73,26,1,79.8,4,4,2963859,5041,1
1024,62,2243180,34,Business,Bachelor,Married,Rent,2173150,24,244182,107.76,29,1,44.3,0,2,1436454,854165,1
1025,61,1313381,40,Salaried,Bachelor,Single,Own,304255,48,142027,33.98,9,2,60.7,0,2,1799376,243262,1
1026,23,1948009,0,Salaried,Bachelor,Married,Rent,2046782,12,611134,136.44,7,1,66.8,0,1,1956949,201544,0
1027,24,1221279,0,Salaried,Bachelor,Single,Rent,348180,24,731295,88.39,25,0,22.8,2,4,482196,606092,1
1028,34,1799801,10,Salaried,Bachelor,Married,Rent,1116194,12,1378753,138.62,6,2,28.4,2,1,838775,246342,1
1029,48,1405717,23,Self-Employed,Bachelor,Married,Mortgage,706311,36,698806,99.96,22,1,60.3,0,5,2892210,979132,1
1030,37,826366,16,Salaried,Master,Married,Rent,56662,84,257396,38.0,5,2,32.3,3,0,2021357,867815,1
1031,44,2213014,21,Salaried,High School,Single,Rent,1779549,48,1048523,127.79,26,2,59.0,4,4,1624136,450861,1
1032,29,1824751,0,Salaried,High School,Married,Rent,760780,72,92290,46.75,20,1,78.5,5,4,8238,641955,0
1033,56,1964864,27,Business,High School,Single,Rent,1562112,72,517935,105.86,15,0,15.9,7,2,115021,386820,1
1034,36,2379702,14,Salaried,Bachelor,Married,Own,2303565,12,980201,137.99,13,2,37.9,5,2,1669768,431608,1
1035,24,757147,0,Self-Employed,High School,Single,Rent,575565,84,380939,126.33,19,0,41.0,7,5,244491,480490,1
1036,57,392418,35,Salaried,Bachelor,Married,Rent,2144120,24,891804,773.65,11,0,34.5,7,4,426865,381809,0
1037,65,1530871,39,Salaried,High School,Married,Rent,926239,24,679952,104.92,11,0,32.8,6,0,1731773,436530,1
1038,21,936697,0,Self-Employed,Master,Single,Own,1026515,60,1428045,262.04,6,1,35.2,2,3,2882669,183236,1
1039,42,1191003,13,Salaried,Bachelor,Married,Rent,1752137,48,431174,183.32,4,3,44.7,0,4,2505881,651781,0
1040,61,724439,33,Self-Employed,High School,Married,Mortgage,1895469,24,1359702,449.34,26,4,48.3,0,2,1396467,67916,0
1041,55,1104446,26,Salaried,Bachelor,Married,Rent,1983417,36,938806,264.59,22,0,64.1,6,4,2824564,909379,1
1042,62,1092340,36,Salaried,High School,Divorced,Rent,626098,36,1124145,160.23,13,3,44.5,6,3,1817845,909421,0
1043,41,993289,17,Unemployed,Master,Married,Own,1759860,60,253178,202.66,24,0,67.4,2,1,2833308,208025,1
1044,39,1902211,16,Salaried,Master,Single,Rent,827701,72,28735,45.02,18,2,33.2,5,0,713089,44730,1
1045,55,1554953,32,Salaried,Master,Married,Own,866914,36,1096142,126.25,17,2,21.0,3,0,1735843,479459,1
1046,28,1280242,2,Salaried,Bachelor,Married,Mortgage,2844853,36,720580,278.5,3,0,38.9,0,4,2767330,61679,1
1047,32,441500,6,Self-Employed,Master,Married,Own,347718,12,463274,183.69,16,2,54.2,5,4,2944227,403356,1
1048,50,1504095,20,Self-Employed,High School,Married,Mortgage,1268882,84,1344152,173.73,3,0,62.2,0,2,2580157,752101,1
1049,53,586048,33,Salaried,Bachelor,Married,Rent,1345924,60,489741,313.23,20,0,74.2,1,2,448788,309580,0
1050,26,908839,2,Salaried,Bachelor,Single,Rent,772713,24,650476,156.59,2,1,50.8,3,3,1856739,893743,1
1051,45,1142582,13,Business,Bachelor,Married,Rent,2366822,12,1086297,302.22,15,0,60.1,0,5,284002,14461,0
1052,38,507791,5,Self-Employed,High School,Divorced,Own,1486969,84,1443218,577.05,11,1,72.4,2,3,1148228,709712,0
1053,45,1083615,12,Business,High School,Married,Own,2172246,12,1348478,324.91,3,4,29.4,6,3,90833,503584,0
1054,67,799286,43,Salaried,Master,Married,Rent,1191696,24,978731,271.55,14,1,40.8,4,3,2278106,242076,1
1055,24,2151449,2,Salaried,Bachelor,Married,Rent,2695476,84,165602,132.98,6,0,100.0,0,0,2322396,430086,1
1056,69,2174458,45,Salaried,Master,Single,Rent,2202110,36,164185,108.82,7,1,62.1,1,4,277349,270650,1
1057,43,190597,22,Salaried,Bachelor,Married,Mortgage,1032903,84,1039288,1087.21,26,0,55.2,7,5,2749790,620004,0
1058,58,1577607,24,Self-Employed,High School,Single,Own,2888242,48,763908,231.5,10,1,62.9,7,0,2518122,961377,0
1059,41,1666078,8,Business,High School,Divorced,Mortgage,2601919,48,199657,168.15,12,0,18.3,7,0,2519501,501181,1
1060,36,1056933,4,Self-Employed,Bachelor,Married,Own,1795625,84,1043425,268.61,0,0,32.1,4,2,1341782,700082,0
1061,58,1268363,28,Salaried,High School,Single,Rent,98524,12,1413454,119.21,9,0,24.8,3,4,2818908,611347,1
1062,54,2012581,29,Salaried,High School,Married,Own,1793884,36,98053,94.01,10,1,53.4,6,0,2949325,827804,1
1063,28,1056872,1,Salaried,Bachelor,Married,Mortgage,2087990,36,1238474,314.75,21,0,37.6,7,4,1644203,562611,0
1064,55,329541,23,Salaried,Bachelor,Single,Rent,1126259,72,516974,498.64,3,3,46.9,1,1,1135542,446367,0
1065,57,1044217,25,Salaried,Bachelor,Single,Rent,474488,36,596677,102.58,27,3,38.8,7,1,2289124,119348,1
1066,40,769027,13,Self-Employed,High School,Married,Own,1715661,84,1075621,362.96,3,0,12.5,4,1,132425,776523,0
1067,66,1067915,34,Self-Employed,Master,Married,Rent,2414461,72,370318,260.77,19,0,62.7,1,3,1010129,897938,0
1068,52,713839,27,Unemployed,PhD,Single,Own,992020,84,235607,171.98,0,1,9.8,6,3,13158,980771,0
1069,37,527704,11,Salaried,Master,Married,Rent,1396116,72,1445792,538.54,24,1,30.4,0,2,2299736,729929,0
1070,21,2466045,0,Salaried,High School,Married,Rent,53221,72,522509,23.35,20,1,18.7,0,3,129005,356720,1
1071,54,478971,29,Salaried,Master,Married,Own,2126375,36,254376,497.06,25,1,27.4,2,4,2259137,703404,1
1072,31,1818148,0,Business,Bachelor,Married,Own,2604983,72,1034865,200.2,27,2,49.0,4,4,1696962,320522,1
1073,58,1844777,32,Salaried,High School,Single,Own,2340236,36,325072,144.48,25,4,69.7,3,4,1306808,898807,0
1074,46,1613263,22,Salaried,Bachelor,Married,Rent,1316860,36,1163311,153.74,18,4,13.8,1,3,1892935,42947,1
1075,43,2294578,20,Salaried,PhD,Married,Own,183047,24,105714,12.58,25,0,33.9,5,1,131296,898234,1
1076,29,191565,0,Business,Bachelor,Married,Own,1501661,84,777767,1189.9,2,3,10.0,3,4,2433341,737022,0
1077,55,879779,28,Salaried,High School,Single,Own,2824249,72,604433,389.72,19,1,32.9,0,4,798788,889201,0
1078,29,607599,4,Salaried,High School,Married,Own,296327,12,1435286,284.99,29,1,46.4,6,5,2527535,240669,0
1079,41,1518468,10,Self-Employed,Bachelor,Married,Rent,681088,36,781926,96.35,11,2,60.3,2,4,2655555,508141,1
1080,61,1654455,41,Salaried,Master,Single,Rent,2519476,60,1387996,236.18,29,2,2.6,5,0,1652287,253911,1
1081,66,2263131,45,Salaried,High School,Single,Own,1726193,60,372789,92.75,15,3,56.0,2,3,1761799,710793,1
1082,69,1060948,35,Salaried,High School,Married,Rent,552494,36,710155,119.01,14,0,25.5,6,4,2770544,632007,1
1083,67,727284,38,Salaried,Master,Divorced,Rent,121568,60,1220732,184.56,9,1,20.7,2,5,1215279,691582,1
1084,48,2324330,20,Salaried,Master,Married,Rent,1261332,24,240411,64.61,3,2,46.3,1,1,1192840,738828,0
1085,30,1741331,10,Unemployed,Master,Single,Mortgage,1805012,24,1391604,183.57,26,2,57.5,0,5,2842185,44957,1
1086,62,1954160,34,Salaried,High School,Married,Rent,2528783,12,1159397,188.73,21,0,43.0,6,1,1211685,407476,1
1087,60,1212350,34,Salaried,Master,Married,Rent,2657179,84,1015320,302.92,12,1,23.1,5,2,1099325,252617,0
1088,69,1217931,41,Salaried,High School,Married,Rent,1400459,60,364709,144.93,28,0,43.0,4,5,17794,944541,1
1089,52,1082588,32,Salaried,Bachelor,Single,Rent,1296323,72,1227051,233.09,5,1,30.5,4,0,984248,529442,0
1090,27,1918874,0,Salaried,Bachelor,Single,Own,2796899,48,1264231,211.64,23,2,57.1,0,1,749006,161711,0
1091,45,668627,17,Business,PhD,Married,Own,2341805,60,438921,415.89,13,1,66.5,3,5,2311488,392252,0
1092,42,2442938,18,Business,High School,Married,Mortgage,667477,36,880716,63.37,18,3,65.2,6,5,1500617,527349,1
1093,62,588146,42,Salaried,PhD,Married,Mortgage,2059752,12,90961,365.68,1,1,44.6,2,0,1065913,324836,0
1094,40,1249475,6,Business,PhD,Divorced,Mortgage,2159936,72,591139,220.18,18,0,67.5,0,4,2801467,617329,0
1095,37,909903,7,Salaried,Master,Married,Rent,740020,24,226002,106.17,20,0,24.6,6,3,1338699,769266,1
1096,24,1670660,0,Salaried,Bachelor,Married,Mortgage,2935095,84,834575,225.64,29,0,80.7,0,5,1247464,617381,1
1097,61,1759205,30,Salaried,Bachelor,Married,Rent,925688,12,823251,99.42,10,1,24.5,5,2,2167374,578798,1
1098,58,2311301,28,Salaried,High School,Single,Rent,1671360,84,799213,106.89,2,2,4.4,6,3,783537,656851,1
1099,23,2010983,1,Salaried,Bachelor,Single,Mortgage,1506498,48,1015731,125.42,1,0,72.3,5,1,1290360,287641,1
1100,42,756925,16,Self-Employed,High School,Married,Mortgage,2091942,24,1387099,459.63,4,1,30.8,0,3,2118081,633883,0
1101,44,659444,11,Business,Bachelor,Single,Rent,2709884,24,295100,455.68,8,0,47.3,7,2,966863,51306,0
1102,43,2236814,19,Business,Master,Divorced,Mortgage,1210018,60,321544,68.47,24,3,24.4,0,2,1288039,791702,1
1103,66,1311859,32,Salaried,Master,Married,Mortgage,1184366,72,323127,114.91,5,1,92.3,6,1,46166,380155,0
1104,28,406303,8,Self-Employed,Bachelor,Single,Rent,2266445,48,1392237,900.48,4,1,81.4,0,2,2382547,814082,0
1105,36,2093932,12,Business,Bachelor,Single,Rent,2859202,48,138989,143.18,0,1,75.9,3,1,2581708,253750,1
1106,29,1684399,4,Salaried,Bachelor,Married,Own,2731178,84,47011,164.94,11,1,46.8,7,5,2005159,977450,1
1107,32,239324,3,Salaried,Master,Married,Mortgage,2270636,48,240667,1049.33,18,0,64.6,2,2,1580111,520354,0
1108,65,1996184,43,Self-Employed,High School,Married,Own,2124013,36,1153804,164.2,8,3,43.9,0,2,2680490,939698,1
1109,67,1589111,44,Salaried,High School,Single,Own,2317750,84,869438,200.56,14,0,67.4,0,5,2553995,292412,1
1110,23,1605886,0,Self-Employed,High School,Married,Rent,2810989,72,1379502,260.95,7,1,36.8,2,2,1406688,519927,0
1111,51,2186654,27,Salaried,Master,Married,Rent,81386,60,306436,17.74,24,1,76.7,2,4,1853526,713957,1
1112,32,1329640,0,Salaried,Bachelor,Married,Own,1786525,12,591078,178.82,0,2,35.8,1,5,2815983,705947,1
1113,30,1250136,0,Unemployed,PhD,Divorced,Own,150398,36,833084,78.67,6,1,38.1,3,5,601999,252802,1
1114,35,1612245,11,Salaried,PhD,Married,Mortgage,1752555,84,109600,115.5,16,0,35.7,2,2,2334703,402428,1
1115,30,638855,2,Unemployed,Master,Married,Rent,1214428,84,1377802,405.76,25,1,48.8,4,3,1089482,230230,0
1116,45,531859,21,Self-Employed,Bachelor,Married,Mortgage,948650,60,1207001,405.3,12,2,37.2,2,4,278600,650647,0
1117,69,2137563,44,Salaried,Master,Divorced,Mortgage,2678419,48,215642,135.39,2,3,54.7,2,3,1251774,415088,1
1118,49,680124,19,Salaried,Bachelor,Married,Rent,2143401,84,1264297,501.04,16,1,35.4,7,1,1554526,7444,0
1119,56,1350078,32,Self-Employed,Bachelor,Married,Rent,1723876,60,673187,177.55,8,0,60.8,6,3,2219177,292630,1
1120,45,806166,23,Salaried,Bachelor,Single,Own,2651759,12,504386,391.5,9,0,75.4,6,0,455114,367592,0
1121,21,714662,0,Salaried,Bachelor,Married,Mortgage,338807,36,1419227,246.0,27,2,46.6,3,5,1644519,560657,0
1122,25,1566848,0,Salaried,High School,Married,Rent,1956632,36,777889,174.52,28,1,89.4,7,3,1984137,914535,1
1123,34,2041480,11,Unemployed,Bachelor,Married,Mortgage,510918,60,340788,41.72,7,3,67.6,2,1,1909510,983501,1
1124,32,1205210,7,Salaried,PhD,Married,Mortgage,737465,24,1214203,161.94,17,1,87.8,5,2,2497390,675003,1
1125,62,501849,33,Salaried,High School,Married,Own,596210,72,1073603,332.73,16,1,43.8,6,0,2259240,904441,0
1126,62,747183,41,Self-Employed,High School,Married,Mortgage,1655121,24,288064,260.07,28,2,11.8,2,4,1395886,17279,1
1127,62,561810,38,Salaried,Master,Single,Mortgage,1905679,60,1016052,520.06,28,0,30.9,4,3,821583,860291,0
1128,52,2228117,30,Salaried,Master,Married,Rent,2280015,36,943463,144.67,10,2,32.9,1,0,2641808,522686,1
1129,48,921309,15,Salaried,High School,Single,Mortgage,1349840,24,413032,191.34,0,1,25.9,3,2,2645975,372613,1
1130,52,1047498,19,Salaried,Bachelor,Married,Rent,2821121,60,645945,330.99,0,2,1.1,4,0,389257,365888,0
1131,40,344806,9,Salaried,High School,Divorced,Rent,1152048,84,1258950,699.23,0,1,65.5,5,2,1359830,349319,0
1132,53,1214793,30,Salaried,High School,Single,Own,511958,72,261623,63.68,23,1,7.8,2,5,2255924,808775,1
1133,59,2300305,30,Self-Employed,High School,Divorced,Rent,157718,48,1083500,53.96,22,1,63.6,5,3,1983365,458877,1
1134,58,1130506,29,Salaried,High School,Married,Mortgage,426116,84,1247160,148.01,24,1,88.7,5,2,2624725,114844,1
1135,51,1690885,18,Self-Employed,Bachelor,Divorced,Own,1363100,72,1405123,163.71,4,1,29.4,6,3,654606,901080,0
1136,23,602107,1,Salaried,High School,Single,Rent,1268183,84,487021,291.51,1,2,52.8,0,3,2824002,604063,0
1137,56,511620,25,Salaried,High School,Single,Own,2569972,12,399913,580.49,5,2,37.0,4,0,700117,390936,0
1138,38,1877374,16,Unemployed,High School,Married,Rent,420552,72,1401639,97.06,18,3,61.5,5,1,287555,712070,1
1139,57,332507,29,Business,High School,Married,Rent,823870,48,694156,456.54,0,1,21.1,3,4,2204968,350901,0
1140,47,1220423,14,Self-Employed,Bachelor,Married,Mortgage,2942265,60,853400,311.01,19,2,42.4,2,5,2783977,595454,1
1141,64,914753,44,Self-Employed,Bachelor,Married,Own,134264,84,769530,98.8,26,0,67.4,4,0,1051218,7912,1
1142,37,217716,15,Self-Employed,PhD,Married,Own,1301697,48,771764,952.37,4,0,44.0,3,5,479448,274435,0
1143,66,1412398,34,Salaried,High School,Divorced,Own,634796,60,936821,111.27,22,2,12.4,3,0,2627873,342159,1
1144,62,2416511,42,Self-Employed,High School,Single,Mortgage,1624151,84,634958,93.49,16,3,69.8,7,3,285452,793190,1
1145,37,340423,7,Salaried,Bachelor,Single,Rent,2922278,12,588074,1031.17,28,1,19.1,3,4,1994241,754491,0
1146,44,2072571,17,Business,High School,Married,Own,719908,72,601006,63.73,7,1,46.6,1,1,380069,793594,1
1147,47,1430895,22,Salaried,Bachelor,Single,Own,1142582,60,984463,148.65,6,0,56.7,0,5,1996286,478739,1
1148,58,1858657,26,Self-Employed,Bachelor,Married,Own,1374922,24,1226949,139.99,0,2,47.4,0,5,341753,360929,0
1149,54,403993,22,Salaried,Bachelor,Married,Rent,2405555,12,832694,801.56,21,1,95.7,4,2,1140801,528329,0
1150,62,2196293,38,Salaried,Bachelor,Single,Rent,2954847,60,1016251,180.81,26,1,59.7,1,5,1394653,266671,1
1151,39,206486,19,Salaried,Bachelor,Single,Rent,334781,36,619577,462.19,0,0,41.0,0,0,2708010,528657,0
1152,45,2283792,24,Salaried,Bachelor,Single,Own,1491627,36,1160535,116.13,14,0,57.1,2,3,2133138,663895,1
1153,42,1706111,21,Salaried,High School,Single,Rent,2270167,24,590677,167.68,21,2,49.2,1,1,2833918,969268,1
1154,65,962976,31,Self-Employed,High School,Single,Rent,76030,48,631626,73.49,23,1,45.9,4,3,1619923,367819,1
1155,35,196476,7,Salaried,Bachelor,Single,Own,2428022,24,82878,1277.97,27,3,49.9,0,1,773817,113259,0
1156,49,1597424,19,Salaried,High School,Married,Own,765456,12,392155,72.47,21,1,36.3,7,2,1273801,345349,1
1157,26,382848,3,Self-Employed,High School,Married,Own,1579278,12,1107652,701.83,27,1,49.3,7,4,1543687,826457,0
1158,62,1592434,30,Salaried,Bachelor,Single,Rent,2936441,24,130297,192.58,29,2,34.9,6,1,1691589,450558,1
1159,39,1973697,9,Business,Bachelor,Married,Rent,1923656,60,335963,114.49,27,2,7.1,1,5,2720795,416593,1
1160,37,800135,6,Self-Employed,High School,Married,Rent,2967749,48,1164983,516.5,13,2,67.8,5,4,2691046,458090,0
1161,49,733836,22,Self-Employed,Master,Single,Rent,1830230,72,1309733,427.88,12,1,33.7,0,1,303841,252830,0
1162,45,694929,15,Unemployed,High School,Single,Own,670954,60,622914,186.19,12,0,47.8,5,4,2382189,829622,1
1163,62,701625,34,Salaried,Master,Married,Mortgage,2093234,36,610346,385.33,28,2,29.8,6,1,892736,671379,0
1164,47,444264,22,Salaried,PhD,Single,Mortgage,1865029,84,763835,591.73,8,0,30.4,2,3,1762844,952819,0
1165,46,759308,18,Self-Employed,High School,Married,Own,966608,60,1155218,279.44,22,2,24.2,3,3,2863279,98144,1
1166,26,1709608,2,Salaried,High School,Married,Mortgage,276879,60,704014,57.38,18,1,64.0,7,4,2647150,713462,1
1167,22,881839,0,Self-Employed,High School,Married,Rent,1962213,48,260148,252.01,1,2,68.8,1,2,1454920,80814,0
1168,40,1991732,10,Business,Master,Married,Rent,1753452,36,646706,120.51,14,2,45.5,4,2,137444,88234,1
1169,69,2080751,38,Salaried,PhD,Single,Rent,2332201,84,381969,130.44,5,0,34.3,2,2,2854611,845466,1
1170,65,1945410,35,Business,Bachelor,Married,Mortgage,421466,36,1025849,74.4,21,1,11.1,1,5,2722331,337784,1
1171,51,1431708,25,Self-Employed,Master,Single,Own,1639301,72,214053,129.45,13,1,60.9,5,5,1140504,315851,1
1172,51,913758,17,Self-Employed,Master,Married,Own,2465051,12,913101,369.7,10,0,31.5,7,1,412027,189613,0
1173,40,2337354,17,Salaried,Bachelor,Single,Mortgage,2679174,84,194792,122.96,1,0,22.7,4,0,1582498,108483,1
1174,29,656202,1,Salaried,Master,Single,Mortgage,2821746,72,1458080,652.21,3,0,45.6,4,5,2405037,663265,0
1175,21,1257661,0,Business,Bachelor,Married,Mortgage,675275,72,960081,130.03,22,0,38.3,4,1,1362368,523346,1
1176,37,1232384,13,Business,Bachelor,Single,Own,560311,36,208355,62.37,25,2,14.6,1,1,63094,598140,1
1177,36,1909767,8,Salaried,Bachelor,Single,Rent,1749222,60,1438348,166.91,8,1,17.4,1,0,1371642,154284,1
1178,30,1448607,3,Salaried,Bachelor,Married,Rent,1415000,72,860278,157.07,24,0,51.7,5,0,1544503,982454,1
1179,33,2034872,0,Salaried,Bachelor,Single,Own,741278,12,909952,81.15,16,1,31.9,4,0,2753138,7865,1
1180,22,2312282,0,Salaried,Bachelor,Single,Own,351026,60,94860,19.28,10,1,55.2,1,3,2422834,447696,1
1181,50,1086250,24,Salaried,High School,Single,Mortgage,473727,84,281630,69.54,13,2,47.9,0,3,2083928,521888,1
1182,66,2209589,40,Business,High School,Married,Own,1050463,72,1211877,102.39,20,1,66.0,1,0,1213889,105458,1
1183,54,573665,25,Salaried,Bachelor,Married,Own,2231494,72,701403,511.26,27,0,28.4,4,3,2837194,578772,0
1184,42,2305255,11,Salaried,Bachelor,Married,Own,242038,84,924466,50.6,14,0,49.7,2,1,694750,598393,1
1185,41,592935,17,Self-Employed,High School,Married,Rent,360332,24,1480728,310.5,10,4,57.8,5,3,988596,530596,0
1186,36,2152608,8,Self-Employed,High School,Married,Mortgage,830412,60,642568,68.43,22,5,32.5,4,4,2538740,366944,1
1187,27,1085373,0,Self-Employed,High School,Married,Own,2627537,24,571348,294.73,15,3,67.5,1,2,2981681,929977,0
1188,50,2417828,30,Salaried,Master,Married,Mortgage,2971159,84,1203353,172.66,11,0,11.7,2,1,2444144,177983,1
1189,48,479731,15,Salaried,Bachelor,Married,Own,1348492,48,99031,301.74,13,4,28.3,0,5,2122993,744151,0
1190,21,1259959,0,Salaried,High School,Single,Rent,181579,72,682503,68.58,16,1,10.9,0,4,2813194,370988,1
1191,41,2272362,18,Self-Employed,Bachelor,Married,Own,85219,24,1282192,60.18,4,0,30.3,6,5,393930,387229,1
1192,34,290138,5,Unemployed,Bachelor,Single,Rent,2583956,36,341679,1008.36,1,1,41.9,3,0,2007384,238183,0
1193,29,794834,0,Salaried,Bachelor,Married,Mortgage,1362094,84,456008,228.74,19,2,61.6,7,1,1238829,674620,0
1194,55,373863,22,Self-Employed,Master,Married,Rent,278485,84,708751,264.06,5,1,41.9,1,2,1794184,197212,1
1195,46,925354,26,Business,Bachelor,Married,Own,2508608,24,111442,283.14,15,1,33.1,2,1,746003,372758,0
1196,52,1085440,26,Salaried,High School,Married,Mortgage,1610540,36,106247,158.17,23,2,14.0,4,2,1466657,483640,1
1197,55,1615826,33,Salaried,Master,Single,Rent,1081786,24,377159,90.29,6,0,20.7,2,1,706378,9666,1
